,id,shelf,shelf_name,division,book,book_name,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max
861,861,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,LAKL12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/LAKL12.yml,2,k,0,23,0.32,2.5,0.32,2.5
862,862,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,LASFN9,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/LASFN9.yml,2,k,0,20,0.365,2.5,0.365,2.5
863,863,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,LITHOSIL-Q,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/LITHOSIL-Q.yml,2,k,0,29,0.25,2.5,0.25,2.325
864,864,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,LITHOTEC-CAF2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/LITHOTEC-CAF2.yml,2,k,0,30,0.25,2.5,0.25,2.5
865,865,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,N-FK51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/N-FK51.yml,2,k,0,26,0.29,2.5,0.29,2.5
866,866,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,N-LASF31,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/N-LASF31.yml,2,k,0,23,0.32,2.5,0.32,2.5
867,867,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,N-LASF46,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/N-LASF46.yml,2,k,0,18,0.38,2.5,0.38,2.5
868,868,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,SF14,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/SF14.yml,2,k,0,17,0.39,2.5,0.39,2.5
869,869,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,SF15,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/SF15.yml,2,k,0,19,0.37,2.5,0.37,2.5
870,870,glass,GLASS - glasses,Optical glass - SCHOTT,SCHOTT-obsolete,SCHOTT - Obsolete glasses,SF66,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/schott/obsolete/SF66.yml,2,k,0,17,0.39,2.5,0.39,2.5
871,871,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAH,"OHARA - BAH (Barium, high-index)",S-BAH10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAH10.yml,2,k,0,26,0.34,2.4,0.34,2.4
872,872,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAH,"OHARA - BAH (Barium, high-index)",S-BAH11,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAH11.yml,2,k,0,26,0.34,2.4,0.34,2.4
873,873,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAH,"OHARA - BAH (Barium, high-index)",S-BAH27,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAH27.yml,2,k,0,24,0.36,2.4,0.36,2.4
874,874,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAH,"OHARA - BAH (Barium, high-index)",S-BAH28,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAH28.yml,2,k,0,24,0.36,2.4,0.36,2.4
875,875,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAH,"OHARA - BAH (Barium, high-index)",S-BAH32,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAH32.yml,2,k,0,24,0.36,2.4,0.36,2.4
876,876,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL2.yml,2,k,0,26,0.34,2.4,0.34,2.4
877,877,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL3.yml,2,k,0,27,0.33,2.4,0.33,2.4
878,878,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL11,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL11.yml,2,k,0,28,0.32,2.4,0.32,2.4
879,879,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL12.yml,2,k,0,30,0.3,2.4,0.3,2.4
880,880,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL14,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL14.yml,2,k,0,27,0.33,2.4,0.33,2.4
881,881,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL35,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL35.yml,2,k,0,30,0.3,2.4,0.3,2.4
882,882,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL41,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL41.yml,2,k,0,30,0.3,2.4,0.3,2.4
883,883,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAL,"OHARA - BAL (Barium, low-index)",S-BAL42,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAL42.yml,2,k,0,31,0.29,2.4,0.29,2.4
884,884,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAM,"OHARA - BAM (Barium, medium-index)",S-BAM3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAM3.yml,2,k,0,25,0.35,2.4,0.35,2.4
885,885,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAM,"OHARA - BAM (Barium, medium-index)",S-BAM4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAM4.yml,2,k,0,25,0.35,2.4,0.35,2.4
886,886,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BAM,"OHARA - BAM (Barium, medium-index)",S-BAM12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BAM12.yml,2,k,0,25,0.35,2.4,0.35,2.4
887,887,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSL,"OHARA - BSL (Borosilicate, low-index)",S-BSL7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSL7.yml,2,k,0,31,0.29,2.4,0.29,2.4
888,888,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM2.yml,2,k,0,29,0.31,2.4,0.31,2.4
889,889,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM4.yml,2,k,0,29,0.31,2.4,0.31,2.4
890,890,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM9,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM9.yml,2,k,0,27,0.33,2.4,0.33,2.4
891,891,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM10.yml,2,k,0,29,0.31,2.4,0.31,2.4
892,892,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM14,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM14.yml,2,k,0,29,0.31,2.4,0.31,2.4
893,893,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM15,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM15.yml,2,k,0,27,0.33,2.4,0.33,2.4
894,894,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM16,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM16.yml,2,k,0,29,0.31,2.4,0.31,2.4
895,895,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM18,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM18.yml,2,k,0,29,0.31,2.4,0.31,2.4
896,896,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM22,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM22.yml,2,k,0,26,0.34,2.4,0.34,2.4
897,897,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM25,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM25.yml,2,k,0,27,0.33,2.4,0.33,2.4
898,898,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM28,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM28.yml,2,k,0,26,0.34,2.4,0.34,2.4
899,899,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM71,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM71.yml,2,k,0,26,0.34,2.4,0.34,2.4
900,900,glass,GLASS - glasses,Optical glass - OHARA,OHARA-BSM,"OHARA - BSM (Borosilicate, medium-index)",S-BSM81,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-BSM81.yml,2,k,0,31,0.29,2.4,0.29,2.4
901,901,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",S-FPL51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FPL51.yml,2,k,0,32,0.28,2.4,0.28,2.4
902,902,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",S-FPL53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FPL53.yml,2,k,0,32,0.28,2.4,0.28,2.4
903,903,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FPL,"OHARA - FPL (Fluorophosphate, low-index)",S-FPL55,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FPL55.yml,2,k,0,32,0.365,2.325,0.28,2.4
904,904,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FPM,"OHARA - FPM (Fluorophosphate, medium-index)",S-FPM2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FPM2.yml,2,k,0,29,0.3,2.4,0.31,2.4
905,905,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FPM,"OHARA - FPM (Fluorophosphate, medium-index)",S-FPM3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FPM3.yml,2,k,0,32,0.3,2.4,0.28,2.4
906,906,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FSL,"OHARA - FSL (Fluorosilicate, low-index)",S-FSL5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FSL5.yml,2,k,0,32,0.28,2.4,0.28,2.4
907,907,glass,GLASS - glasses,Optical glass - OHARA,OHARA-FTM,OHARA - FTM,S-FTM16,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-FTM16.yml,2,k,0,25,0.35,2.4,0.35,2.4
908,908,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH51.yml,2,k,0,27,0.33,2.4,0.33,2.4
909,909,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH52.yml,2,k,0,27,0.33,2.4,0.33,2.4
910,910,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH53.yml,2,k,0,26,0.34,2.4,0.34,2.4
911,911,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH55V,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH55V.yml,2,k,0,27,0.365,2.325,0.33,2.4
912,912,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH58,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH58.yml,2,k,0,28,0.32,2.4,0.32,2.4
913,913,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH59,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH59.yml,2,k,0,31,0.29,2.4,0.29,2.4
914,914,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH60,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH60.yml,2,k,0,26,0.34,2.4,0.34,2.4
915,915,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH63,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH63.yml,2,k,0,26,0.34,2.4,0.34,2.4
916,916,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH64,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH64.yml,2,k,0,28,0.32,2.4,0.32,2.4
917,917,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH65V,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH65V.yml,2,k,0,28,0.365,2.325,0.32,2.4
918,918,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH66,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH66.yml,2,k,0,29,0.31,2.4,0.31,2.4
919,919,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH71,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH71.yml,2,k,0,24,0.36,2.4,0.36,2.4
920,920,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH79,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH79.yml,2,k,0,23,0.37,2.4,0.37,2.4
921,921,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH88,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH88.yml,2,k,0,25,0.37,2.4,0.35,2.4
922,922,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH89,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH89.yml,2,k,0,26,0.4,2.3,0.34,2.4
923,923,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH92,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH92.yml,2,k,0,25,0.365,2.325,0.35,2.4
924,924,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAH,"OHARA - LAH (Lanthanum, high-index)",S-LAH93,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAH93.yml,2,k,0,24,0.365,2.325,0.36,2.4
925,925,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL7.yml,2,k,0,32,0.28,2.4,0.28,2.4
926,926,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL8.yml,2,k,0,31,0.29,2.4,0.29,2.4
927,927,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL9,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL9.yml,2,k,0,31,0.29,2.4,0.29,2.4
928,928,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL10.yml,2,k,0,29,0.31,2.4,0.31,2.4
929,929,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL12.yml,2,k,0,32,0.28,2.4,0.28,2.4
930,930,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL13.yml,2,k,0,31,0.29,2.4,0.29,2.4
931,931,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL14,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL14.yml,2,k,0,32,0.28,2.4,0.28,2.4
932,932,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL18,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL18.yml,2,k,0,32,0.28,2.4,0.28,2.4
933,933,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL19,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL19.yml,2,k,0,32,0.365,2.32542,0.28,2.4
934,934,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL54,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL54.yml,2,k,0,27,0.33,2.4,0.33,2.4
935,935,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL56,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL56.yml,2,k,0,27,0.33,2.4,0.33,2.4
936,936,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL58,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL58.yml,2,k,0,28,0.32,2.4,0.32,2.4
937,937,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL59,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL59.yml,2,k,0,32,0.28,2.4,0.28,2.4
938,938,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAL,"OHARA - LAL (Lanthanum, low-index)",S-LAL61,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAL61.yml,2,k,0,31,0.29,2.4,0.29,2.4
939,939,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM2.yml,2,k,0,26,0.34,2.4,0.34,2.4
940,940,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM3.yml,2,k,0,26,0.34,2.4,0.34,2.4
941,941,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM7.yml,2,k,0,24,0.36,2.4,0.36,2.4
942,942,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM51.yml,2,k,0,26,0.34,2.4,0.34,2.4
943,943,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM52.yml,2,k,0,25,0.35,2.4,0.35,2.4
944,944,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM54,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM54.yml,2,k,0,26,0.34,2.4,0.34,2.4
945,945,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM55,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM55.yml,2,k,0,25,0.35,2.4,0.35,2.4
946,946,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM58,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM58.yml,2,k,0,25,0.35,2.4,0.35,2.4
947,947,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM59,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM59.yml,2,k,0,26,0.34,2.4,0.34,2.4
948,948,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM60,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM60.yml,2,k,0,27,0.33,2.4,0.33,2.4
949,949,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM61,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM61.yml,2,k,0,26,0.34,2.4,0.34,2.4
950,950,glass,GLASS - glasses,Optical glass - OHARA,OHARA-LAM,"OHARA - LAM (Lanthanum, medium-index)",S-LAM66,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-LAM66.yml,2,k,0,25,0.35,2.4,0.35,2.4
951,951,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH5.yml,2,k,0,27,0.33,2.4,0.33,2.4
952,952,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH8.yml,2,k,0,27,0.33,2.4,0.33,2.4
953,953,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH51.yml,2,k,0,27,0.33,2.4,0.33,2.4
954,954,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH52.yml,2,k,0,28,0.32,2.4,0.32,2.4
