,id,shelf,shelf_name,division,book,book_name,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max
955,955,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH53.yml,2,k,0,27,0.33,2.4,0.33,2.4
956,956,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH55,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH55.yml,2,k,0,24,0.36,2.4,0.36,2.4
957,957,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH56,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH56.yml,2,k,0,24,0.3,2.4,0.36,2.4
958,958,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBH,"OHARA - NBH (Niobate, high-index)",S-NBH57,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBH57.yml,2,k,0,24,0.365,2.325,0.36,2.4
959,959,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NBM,"OHARA - NBM (Niobate, medium-index)",S-NBM51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NBM51.yml,2,k,0,28,0.32,2.4,0.32,2.4
960,960,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH1.yml,2,k,0,22,0.38,2.4,0.38,2.4
961,961,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH1W,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH1W.yml,2,k,0,22,0.38,2.4,0.38,2.4
962,962,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH2.yml,2,k,0,21,0.39,2.4,0.39,2.4
963,963,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH3.yml,2,k,0,20,0.36,2.4,0.4,2.4
964,964,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH4.yml,2,k,0,22,0.28,2.4,0.38,2.4
965,965,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH5.yml,2,k,0,24,0.365,2.325,0.36,2.4
966,966,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NPH,"OHARA - NPH (Niobophosphate, high-index)",S-NPH53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NPH53.yml,2,k,0,24,0.36,2.4,0.36,2.4
967,967,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NSL,"OHARA - NSL (Niobosilicate, low-index)",S-NSL3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NSL3.yml,2,k,0,28,0.32,2.4,0.32,2.4
968,968,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NSL,"OHARA - NSL (Niobosilicate, low-index)",S-NSL5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NSL5.yml,2,k,0,28,0.32,2.4,0.32,2.4
969,969,glass,GLASS - glasses,Optical glass - OHARA,OHARA-NSL,"OHARA - NSL (Niobosilicate, low-index)",S-NSL36,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-NSL36.yml,2,k,0,26,0.34,2.4,0.34,2.4
970,970,glass,GLASS - glasses,Optical glass - OHARA,OHARA-PHM,"OHARA - PHM (Phosphate, medium-index)",S-PHM52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-PHM52.yml,2,k,0,27,0.33,2.4,0.33,2.4
971,971,glass,GLASS - glasses,Optical glass - OHARA,OHARA-PHM,"OHARA - PHM (Phosphate, medium-index)",S-PHM53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-PHM53.yml,2,k,0,29,0.31,2.4,0.31,2.4
972,972,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH1.yml,2,k,0,23,0.37,2.4,0.37,2.4
973,973,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH3.yml,2,k,0,23,0.37,2.4,0.37,2.4
974,974,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH4.yml,2,k,0,23,0.37,2.4,0.37,2.4
975,975,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH6.yml,2,k,0,23,0.37,2.4,0.37,2.4
976,976,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH10.yml,2,k,0,23,0.37,2.4,0.37,2.4
977,977,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH11,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH11.yml,2,k,0,23,0.37,2.4,0.37,2.4
978,978,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH13.yml,2,k,0,23,0.37,2.4,0.37,2.4
979,979,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH14,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH14.yml,2,k,0,23,0.37,2.4,0.37,2.4
980,980,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH18,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH18.yml,2,k,0,23,0.37,2.4,0.37,2.4
981,981,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH23,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH23.yml,2,k,0,23,0.37,2.4,0.37,2.4
982,982,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH53.yml,2,k,0,23,0.37,2.4,0.37,2.4
983,983,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIH,"OHARA - TIH (Titanate, high-index)",S-TIH53W,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIH53W.yml,2,k,0,23,0.37,2.4,0.37,2.4
984,984,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL1.yml,2,k,0,26,0.34,2.4,0.34,2.4
985,985,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL2.yml,2,k,0,26,0.34,2.4,0.34,2.4
986,986,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL6.yml,2,k,0,26,0.34,2.4,0.34,2.4
987,987,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL25,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL25.yml,2,k,0,25,0.35,2.4,0.35,2.4
988,988,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL26,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL26.yml,2,k,0,25,0.35,2.4,0.35,2.4
989,989,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIL,"OHARA - TIL (Titanate, low-index)",S-TIL27,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIL27.yml,2,k,0,25,0.35,2.4,0.35,2.4
990,990,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM1.yml,2,k,0,24,0.36,2.4,0.36,2.4
991,991,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM2.yml,2,k,0,24,0.36,2.4,0.36,2.4
992,992,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM3.yml,2,k,0,24,0.36,2.4,0.36,2.4
993,993,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM5.yml,2,k,0,24,0.36,2.4,0.36,2.4
994,994,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM8.yml,2,k,0,25,0.35,2.4,0.35,2.4
995,995,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM22,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM22.yml,2,k,0,24,0.36,2.4,0.36,2.4
996,996,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM25,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM25.yml,2,k,0,24,0.36,2.4,0.36,2.4
997,997,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM27,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM27.yml,2,k,0,24,0.36,2.4,0.36,2.4
998,998,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM28,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM28.yml,2,k,0,24,0.36,2.4,0.36,2.4
999,999,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM35,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM35.yml,2,k,0,23,0.37,2.4,0.37,2.4
1000,1000,glass,GLASS - glasses,Optical glass - OHARA,OHARA-TIM,"OHARA - TIM (Titanate, medium-index)",S-TIM39,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-TIM39.yml,2,k,0,24,0.36,2.4,0.36,2.4
1001,1001,glass,GLASS - glasses,Optical glass - OHARA,OHARA-YGH,OHARA - YGH,S-YGH51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/S-YGH51.yml,2,k,0,32,0.28,2.4,0.28,2.4
1002,1002,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-BAL35,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-BAL35.yml,2,k,0,30,0.3,2.4,0.3,2.4
1003,1003,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-BAL42,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-BAL42.yml,2,k,0,23,0.29,0.9,0.29,0.9
1004,1004,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-BAL43,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-BAL43.yml,2,k,0,30,0.3,2.4,0.3,2.4
1005,1005,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-BBH1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-BBH1.yml,2,k,0,19,0.3,2.4,0.42,2.4
1006,1006,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-BSL7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-BSL7.yml,2,k,0,30,0.3,2.4,0.3,2.4
1007,1007,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH53.yml,2,k,0,16,0.34,0.7,0.34,0.7
1008,1008,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH84,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH84.yml,2,k,0,26,0.34,2.4,0.34,2.4
1009,1009,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH85V,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH85V.yml,2,k,0,26,0.365,2.325,0.34,2.4
1010,1010,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH86,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH86.yml,2,k,0,24,0.365,2.325,0.36,2.4
1011,1011,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH90,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH90.yml,2,k,0,26,0.28,2.4,0.34,2.4
1012,1012,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH91,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH91.yml,2,k,0,32,0.28,2.4,0.28,2.4
1013,1013,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAH94,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAH94.yml,2,k,0,25,0.365,2.325,0.35,2.4
1014,1014,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAL12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAL12.yml,2,k,0,30,0.3,2.4,0.3,2.4
1015,1015,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAL13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAL13.yml,2,k,0,32,0.28,2.4,0.28,2.4
1016,1016,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAM60,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAM60.yml,2,k,0,29,0.31,2.4,0.31,2.4
1017,1017,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-LAM69,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-LAM69.yml,2,k,0,18,0.34,2.325,0.34,0.9
1018,1018,glass,GLASS - glasses,Optical glass - OHARA,OHARA-molding,OHARA - Low Tg glasses for precision molding,L-TIM28,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/L-TIM28.yml,2,k,0,25,0.3,2.4,0.35,2.4
1019,1019,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,S-FPL51Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/S-FPL51Y.yml,2,k,0,36,0.24,2.4,0.24,2.4
1020,1020,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,S-FSL5Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/S-FSL5Y.yml,2,k,0,32,0.28,2.4,0.28,2.4
1021,1021,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,BSL7Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/BSL7Y.yml,2,k,0,31,0.29,2.4,0.29,2.4
1022,1022,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,BAL15Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/BAL15Y.yml,2,k,0,30,0.3,2.4,0.3,2.4
1023,1023,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,BAL35Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/BAL35Y.yml,2,k,0,31,0.29,2.4,0.29,2.4
1024,1024,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,BSM51Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/BSM51Y.yml,2,k,0,31,0.29,2.4,0.29,2.4
1025,1025,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBL1Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBL1Y.yml,2,k,0,29,0.31,2.4,0.31,2.4
1026,1026,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBL6Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBL6Y.yml,2,k,0,29,0.31,2.4,0.31,2.4
1027,1027,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBL25Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBL25Y.yml,2,k,0,29,0.31,2.4,0.31,2.4
1028,1028,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBL26Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBL26Y.yml,2,k,0,29,0.31,2.4,0.31,2.4
1029,1029,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBL35Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBL35Y.yml,2,k,0,28,0.365,1.129,0.32,2.4
1030,1030,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBM2Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBM2Y.yml,2,k,0,28,0.32,2.4,0.32,2.4
1031,1031,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBM8Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBM8Y.yml,2,k,0,28,0.32,2.4,0.32,2.4
1032,1032,glass,GLASS - glasses,Optical glass - OHARA,OHARA-i-line,OHARA - i-Line glasses,PBM18Y,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/ohara/i-line/PBM18Y.yml,2,k,0,28,0.32,2.4,0.32,2.4
1033,1033,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluorite crown),J-FK5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-FK5.yml,3,k,0,33,0.365015,2.05809,0.28,2.4
1034,1034,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluorite crown),J-FK01,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-FK01.yml,3,k,0,33,0.365015,2.05809,0.28,2.4
1035,1035,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluorite crown),J-FKH1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-FKH1.yml,3,k,0,33,0.365015,2.05809,0.28,2.4
1036,1036,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-FK,HIKARI - FK (Fluorite crown),J-FKH2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-FKH2.yml,3,k,0,31,0.365015,2.05809,0.3,2.4
1037,1037,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PK,HIKARI - PK (Phosphate crown),J-PKH1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-PKH1.yml,3,k,0,32,0.365015,2.05809,0.29,2.4
1038,1038,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PSK,HIKARI - PSK (Dense phosphate crown),J-PSK02,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-PSK02.yml,3,k,0,29,0.365015,2.05809,0.32,2.4
1039,1039,glass,GLASS - glasses,Optical glass - HIKARI,HIKARI-PSK,HIKARI - PSK (Dense phosphate crown),J-PSK03,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hikari/J-PSK03.yml,3,k,0,30,0.365015,2.05809,0.31,2.4
